starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	26	28	26
Mon Nov 02 09:20:13 2015	1446436213	2	26	28	25
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	0	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	2	26	28	26
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	28	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	2	26	28	26
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	28	28	28
Mon Nov 02 09:20:11 2015	1446436211	1	28	28	28
Mon Nov 02 09:20:11 2015	1446436211	1	28	28	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	28	28
Mon Nov 02 09:20:11 2015	1446436211	2	26	28	26
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	2	27	28	27
Mon Nov 02 09:20:12 2015	1446436212	1	27	28	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	27
Mon Nov 02 09:20:12 2015	1446436212	2	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:11 2015	1446436211	1	28	28	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	28	28
Mon Nov 02 09:20:13 2015	1446436213	1	27	28	27
Mon Nov 02 09:20:11 2015	1446436211	1	27	29	27
Mon Nov 02 09:20:13 2015	1446436213	2	27	29	27
Mon Nov 02 09:20:11 2015	1446436211	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	27
Mon Nov 02 09:20:13 2015	1446436213	2	27	29	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:11 2015	1446436211	2	27	29	27
Mon Nov 02 09:20:11 2015	1446436211	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	27	29	27
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:11 2015	1446436211	2	27	29	27
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:11 2015	1446436211	2	27	29	27
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	2	27	29	27
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	29	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	29	29	29
Mon Nov 02 09:20:12 2015	1446436212	2	27	29	27
Mon Nov 02 09:20:13 2015	1446436213	1	29	29	29
Mon Nov 02 09:20:13 2015	1446436213	1	29	29	29
Mon Nov 02 09:20:13 2015	1446436213	2	27	29	27
Mon Nov 02 09:20:12 2015	1446436212	1	28	29	28
Mon Nov 02 09:20:11 2015	1446436211	1	29	29	29
Mon Nov 02 09:20:12 2015	1446436212	2	28	29	28
Mon Nov 02 09:20:13 2015	1446436213	1	29	30	29
Mon Nov 02 09:20:13 2015	1446436213	2	27	30	27
Mon Nov 02 09:20:12 2015	1446436212	3	27	30	27
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:13 2015	1446436213	1	29	30	29
Mon Nov 02 09:20:12 2015	1446436212	2	28	30	28
Mon Nov 02 09:20:11 2015	1446436211	2	28	30	28
Mon Nov 02 09:20:12 2015	1446436212	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:13 2015	1446436213	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	28	30	28
Mon Nov 02 09:20:12 2015	1446436212	2	28	30	28
Mon Nov 02 09:20:11 2015	1446436211	2	28	30	28
Mon Nov 02 09:20:13 2015	1446436213	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	28	30	28
Mon Nov 02 09:20:12 2015	1446436212	3	27	30	27
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	30	30	30
Mon Nov 02 09:20:11 2015	1446436211	3	27	30	27
Mon Nov 02 09:20:11 2015	1446436211	1	29	30	28
Mon Nov 02 09:20:13 2015	1446436213	1	30	30	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	30	30
Mon Nov 02 09:20:12 2015	1446436212	1	30	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	29	30	29
Mon Nov 02 09:20:13 2015	1446436213	2	28	30	28
Mon Nov 02 09:20:12 2015	1446436212	1	29	30	29
Mon Nov 02 09:20:11 2015	1446436211	1	30	30	30
Mon Nov 02 09:20:12 2015	1446436212	1	30	30	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	30	30
Mon Nov 02 09:20:12 2015	1446436212	1	30	30	29
Mon Nov 02 09:20:11 2015	1446436211	2	29	31	29
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:12 2015	1446436212	2	29	31	29
Mon Nov 02 09:20:12 2015	1446436212	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	0	31	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	31	31	30
Mon Nov 02 09:20:11 2015	1446436211	3	28	31	28
Mon Nov 02 09:20:12 2015	1446436212	1	31	31	30
Mon Nov 02 09:20:13 2015	1446436213	2	29	31	29
Mon Nov 02 09:20:11 2015	1446436211	1	31	31	31
Mon Nov 02 09:20:13 2015	1446436213	1	31	31	31
Mon Nov 02 09:20:11 2015	1446436211	1	30	31	30
Mon Nov 02 09:20:11 2015	1446436211	1	31	31	31
Mon Nov 02 09:20:11 2015	1446436211	1	31	31	31
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:12 2015	1446436212	1	30	32	30
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:11 2015	1446436211	2	30	32	30
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:13 2015	1446436213	2	30	32	30
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:13 2015	1446436213	1	31	32	31
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:13 2015	1446436213	2	30	32	30
Mon Nov 02 09:20:12 2015	1446436212	1	32	32	32
Mon Nov 02 09:20:12 2015	1446436212	1	32	32	32
Mon Nov 02 09:20:12 2015	1446436212	1	31	32	31
Mon Nov 02 09:20:11 2015	1446436211	3	30	32	30
Mon Nov 02 09:20:12 2015	1446436212	1	32	32	32
Mon Nov 02 09:20:12 2015	1446436212	1	32	32	32
Mon Nov 02 09:20:12 2015	1446436212	1	32	32	32
Mon Nov 02 09:20:12 2015	1446436212	3	31	33	30
Mon Nov 02 09:20:11 2015	1446436211	1	32	33	32
Mon Nov 02 09:20:12 2015	1446436212	1	33	33	33
Mon Nov 02 09:20:12 2015	1446436212	1	33	33	33
Mon Nov 02 09:20:13 2015	1446436213	2	32	34	32
Mon Nov 02 09:20:13 2015	1446436213	1	33	34	33
Mon Nov 02 09:20:12 2015	1446436212	1	34	35	34
Mon Nov 02 09:20:10 2015	1446436210	1	33	35	33
Mon Nov 02 09:20:10 2015	1446436210	2	33	35	33
Mon Nov 02 09:20:10 2015	1446436210	2	33	35	33
Mon Nov 02 09:20:10 2015	1446436210	2	33	35	33
Mon Nov 02 09:20:10 2015	1446436210	2	33	35	33
Mon Nov 02 09:20:10 2015	1446436210	1	34	35	34
Mon Nov 02 09:20:10 2015	1446436210	2	34	35	33
Mon Nov 02 09:20:12 2015	1446436212	3	33	35	32
Mon Nov 02 09:20:10 2015	1446436210	2	34	35	34
Mon Nov 02 09:20:11 2015	1446436211	1	35	36	35
Mon Nov 02 09:20:12 2015	1446436212	1	35	36	35
Mon Nov 02 09:20:10 2015	1446436210	1	35	36	35
Mon Nov 02 09:20:12 2015	1446436212	1	36	36	36
Mon Nov 02 09:20:12 2015	1446436212	1	36	36	36
Mon Nov 02 09:20:12 2015	1446436212	1	36	37	36
Mon Nov 02 09:20:10 2015	1446436210	1	35	37	35
Mon Nov 02 09:20:11 2015	1446436211	1	36	37	36
Mon Nov 02 09:20:12 2015	1446436212	1	36	37	36
Mon Nov 02 09:20:11 2015	1446436211	1	36	37	36
Mon Nov 02 09:20:12 2015	1446436212	1	36	37	36
Mon Nov 02 09:20:13 2015	1446436213	2	35	38	35
Mon Nov 02 09:20:12 2015	1446436212	3	35	38	35
Mon Nov 02 09:20:11 2015	1446436211	1	37	38	37
Mon Nov 02 09:20:12 2015	1446436212	1	38	39	38
Mon Nov 02 09:20:12 2015	1446436212	1	38	39	38
Mon Nov 02 09:20:12 2015	1446436212	1	38	39	38
Mon Nov 02 09:20:11 2015	1446436211	1	38	39	38
Mon Nov 02 09:20:10 2015	1446436210	1	39	39	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	39	39
Mon Nov 02 09:20:12 2015	1446436212	4	35	39	35
Mon Nov 02 09:20:11 2015	1446436211	1	39	39	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	39	39
Mon Nov 02 09:20:10 2015	1446436210	1	38	39	38
Mon Nov 02 09:20:11 2015	1446436211	1	38	39	38
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	38	40	38
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	38
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:13 2015	1446436213	1	39	40	39
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	2	38	40	38
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:10 2015	1446436210	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:12 2015	1446436212	1	40	40	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	40	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	40	40
Mon Nov 02 09:20:11 2015	1446436211	1	39	40	39
Mon Nov 02 09:20:11 2015	1446436211	1	40	40	40
Mon Nov 02 09:20:11 2015	1446436211	1	39	41	39
Mon Nov 02 09:20:10 2015	1446436210	1	40	41	40
Mon Nov 02 09:20:11 2015	1446436211	1	40	41	40
Mon Nov 02 09:20:12 2015	1446436212	1	40	41	40
Mon Nov 02 09:20:11 2015	1446436211	1	39	41	39
Mon Nov 02 09:20:11 2015	1446436211	2	39	41	39
Mon Nov 02 09:20:10 2015	1446436210	2	39	41	39
Mon Nov 02 09:20:11 2015	1446436211	1	40	41	40
Mon Nov 02 09:20:11 2015	1446436211	1	40	41	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	41	40
Mon Nov 02 09:20:12 2015	1446436212	1	40	41	40
Mon Nov 02 09:20:10 2015	1446436210	2	39	41	39
Mon Nov 02 09:20:10 2015	1446436210	1	40	41	40
Mon Nov 02 09:20:12 2015	1446436212	6	35	41	35
Mon Nov 02 09:20:11 2015	1446436211	1	40	41	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	41	40
Mon Nov 02 09:20:11 2015	1446436211	1	40	41	40
Mon Nov 02 09:20:10 2015	1446436210	2	39	41	39
Mon Nov 02 09:20:10 2015	1446436210	1	41	41	41
Mon Nov 02 09:20:10 2015	1446436210	1	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	2	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	1	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	2	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	2	40	42	40
Mon Nov 02 09:20:11 2015	1446436211	1	41	42	41
Mon Nov 02 09:20:11 2015	1446436211	1	41	42	41
Mon Nov 02 09:20:10 2015	1446436210	2	40	42	40
Mon Nov 02 09:20:10 2015	1446436210	1	41	42	41
Mon Nov 02 09:20:10 2015	1446436210	1	41	42	41
Mon Nov 02 09:20:10 2015	1446436210	2	41	43	41
Mon Nov 02 09:20:11 2015	1446436211	1	42	43	42
Mon Nov 02 09:20:10 2015	1446436210	2	41	43	41
Mon Nov 02 09:20:10 2015	1446436210	2	40	43	40
Mon Nov 02 09:20:10 2015	1446436210	2	40	43	40
Mon Nov 02 09:20:11 2015	1446436211	2	41	43	41
Mon Nov 02 09:20:11 2015	1446436211	1	42	43	42
Mon Nov 02 09:20:10 2015	1446436210	2	41	43	41
Mon Nov 02 09:20:10 2015	1446436210	2	41	43	41
Mon Nov 02 09:20:10 2015	1446436210	5	39	43	38
Mon Nov 02 09:20:10 2015	1446436210	5	39	43	39
Mon Nov 02 09:20:10 2015	1446436210	2	41	43	41
Mon Nov 02 09:20:10 2015	1446436210	4	39	44	39
Mon Nov 02 09:20:10 2015	1446436210	4	39	44	39
Mon Nov 02 09:20:10 2015	1446436210	3	41	44	41
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	39
Mon Nov 02 09:20:12 2015	1446436212	8	36	44	36
Mon Nov 02 09:20:11 2015	1446436211	1	43	44	42
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	40
Mon Nov 02 09:20:10 2015	1446436210	2	42	44	42
Mon Nov 02 09:20:11 2015	1446436211	1	43	44	43
Mon Nov 02 09:20:12 2015	1446436212	1	43	44	43
Mon Nov 02 09:20:11 2015	1446436211	2	42	44	42
Mon Nov 02 09:20:12 2015	1446436212	15	29	44	29
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	40
Mon Nov 02 09:20:11 2015	1446436211	1	43	44	43
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	40
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	40
Mon Nov 02 09:20:11 2015	1446436211	1	43	44	43
Mon Nov 02 09:20:10 2015	1446436210	4	40	44	40
Mon Nov 02 09:20:12 2015	1446436212	1	44	45	44
Mon Nov 02 09:20:10 2015	1446436210	2	43	45	43
Mon Nov 02 09:20:10 2015	1446436210	4	41	45	41
Mon Nov 02 09:20:11 2015	1446436211	1	43	45	43
Mon Nov 02 09:20:11 2015	1446436211	2	43	45	43
Mon Nov 02 09:20:10 2015	1446436210	3	42	45	42
Mon Nov 02 09:20:13 2015	1446436213	1	44	45	44
Mon Nov 02 09:20:10 2015	1446436210	2	42	45	42
Mon Nov 02 09:20:10 2015	1446436210	4	41	45	41
Mon Nov 02 09:20:12 2015	1446436212	1	44	45	44
Mon Nov 02 09:20:10 2015	1446436210	2	43	45	43
Mon Nov 02 09:20:12 2015	1446436212	1	44	45	44
Mon Nov 02 09:20:10 2015	1446436210	4	41	45	41
Mon Nov 02 09:20:12 2015	1446436212	1	45	45	45
Mon Nov 02 09:20:12 2015	1446436212	1	45	45	45
Mon Nov 02 09:20:12 2015	1446436212	1	44	45	44
Mon Nov 02 09:20:10 2015	1446436210	4	41	45	41
Mon Nov 02 09:20:10 2015	1446436210	4	41	46	41
Mon Nov 02 09:20:10 2015	1446436210	4	42	46	42
Mon Nov 02 09:20:10 2015	1446436210	4	42	46	42
Mon Nov 02 09:20:11 2015	1446436211	1	45	46	45
Mon Nov 02 09:20:11 2015	1446436211	1	45	46	45
Mon Nov 02 09:20:11 2015	1446436211	1	45	46	44
Mon Nov 02 09:20:11 2015	1446436211	1	45	46	44
Mon Nov 02 09:20:11 2015	1446436211	1	45	46	45
Mon Nov 02 09:20:10 2015	1446436210	4	42	46	42
Mon Nov 02 09:20:11 2015	1446436211	1	46	46	46
Mon Nov 02 09:20:12 2015	1446436212	1	46	47	46
Mon Nov 02 09:20:12 2015	1446436212	1	46	47	46
Mon Nov 02 09:20:12 2015	1446436212	1	46	47	46
Mon Nov 02 09:20:11 2015	1446436211	1	47	48	47
Mon Nov 02 09:20:11 2015	1446436211	1	47	48	47
Mon Nov 02 09:20:11 2015	1446436211	1	47	48	47
Mon Nov 02 09:20:13 2015	1446436213	2	46	48	46
Mon Nov 02 09:20:11 2015	1446436211	1	46	48	46
Mon Nov 02 09:20:11 2015	1446436211	1	47	48	47
Mon Nov 02 09:20:12 2015	1446436212	1	48	48	48
Mon Nov 02 09:20:12 2015	1446436212	1	47	48	47
Mon Nov 02 09:20:11 2015	1446436211	1	47	48	47
Mon Nov 02 09:20:10 2015	1446436210	4	44	48	44
Mon Nov 02 09:20:10 2015	1446436210	4	45	48	45
Mon Nov 02 09:20:11 2015	1446436211	1	47	49	47
Mon Nov 02 09:20:11 2015	1446436211	2	47	49	47
Mon Nov 02 09:20:12 2015	1446436212	1	48	49	48
Mon Nov 02 09:20:12 2015	1446436212	15	34	49	33
Mon Nov 02 09:20:12 2015	1446436212	16	33	49	33
Mon Nov 02 09:20:11 2015	1446436211	2	47	49	47
Mon Nov 02 09:20:12 2015	1446436212	15	34	49	34
Mon Nov 02 09:20:12 2015	1446436212	1	49	50	49
Mon Nov 02 09:20:11 2015	1446436211	2	48	50	48
Mon Nov 02 09:20:12 2015	1446436212	1	50	50	49
Mon Nov 02 09:20:12 2015	1446436212	17	34	51	34
Mon Nov 02 09:20:12 2015	1446436212	19	32	51	32
Mon Nov 02 09:20:11 2015	1446436211	2	49	51	49
Mon Nov 02 09:20:12 2015	1446436212	1	50	51	50
Mon Nov 02 09:20:11 2015	1446436211	1	51	51	51
Mon Nov 02 09:20:13 2015	1446436213	1	51	51	51
Mon Nov 02 09:20:13 2015	1446436213	1	51	52	51
Mon Nov 02 09:20:13 2015	1446436213	2	50	52	50
Mon Nov 02 09:20:13 2015	1446436213	1	52	52	52
Mon Nov 02 09:20:11 2015	1446436211	1	52	52	52
Mon Nov 02 09:20:13 2015	1446436213	1	51	53	51
Mon Nov 02 09:20:12 2015	1446436212	18	34	53	34
Mon Nov 02 09:20:12 2015	1446436212	16	36	53	36
Mon Nov 02 09:20:12 2015	1446436212	18	35	53	35
Mon Nov 02 09:20:13 2015	1446436213	2	51	53	51
Mon Nov 02 09:20:11 2015	1446436211	1	53	53	52
Mon Nov 02 09:20:11 2015	1446436211	1	52	53	52
Mon Nov 02 09:20:11 2015	1446436211	0	53	53	53
Mon Nov 02 09:20:11 2015	1446436211	1	52	53	52
Mon Nov 02 09:20:13 2015	1446436213	1	53	53	53
Mon Nov 02 09:20:11 2015	1446436211	4	50	53	50
Mon Nov 02 09:20:13 2015	1446436213	1	52	53	52
Mon Nov 02 09:20:11 2015	1446436211	1	53	54	53
Mon Nov 02 09:20:12 2015	1446436212	1	53	54	53
Mon Nov 02 09:20:12 2015	1446436212	1	53	54	53
Mon Nov 02 09:20:12 2015	1446436212	1	53	54	53
Mon Nov 02 09:20:12 2015	1446436212	1	53	54	53
Mon Nov 02 09:20:12 2015	1446436212	1	54	55	54
Mon Nov 02 09:20:12 2015	1446436212	1	54	55	54
Mon Nov 02 09:20:12 2015	1446436212	1	55	55	55
Mon Nov 02 09:20:13 2015	1446436213	1	55	56	55
Mon Nov 02 09:20:13 2015	1446436213	1	55	56	55
Mon Nov 02 09:20:13 2015	1446436213	1	55	56	55
Mon Nov 02 09:20:12 2015	1446436212	1	56	56	56
Mon Nov 02 09:20:13 2015	1446436213	1	55	56	55
Mon Nov 02 09:20:13 2015	1446436213	1	56	56	56
Mon Nov 02 09:20:13 2015	1446436213	1	56	56	55
Mon Nov 02 09:20:13 2015	1446436213	1	56	56	56
Mon Nov 02 09:20:13 2015	1446436213	1	56	56	55
Mon Nov 02 09:20:13 2015	1446436213	1	56	57	56
Mon Nov 02 09:20:13 2015	1446436213	1	56	57	56
Mon Nov 02 09:20:13 2015	1446436213	2	55	57	54
Mon Nov 02 09:20:12 2015	1446436212	1	56	57	56
Mon Nov 02 09:20:12 2015	1446436212	1	56	57	56
Mon Nov 02 09:20:13 2015	1446436213	1	56	57	56
Mon Nov 02 09:20:13 2015	1446436213	1	56	57	56
Mon Nov 02 09:20:12 2015	1446436212	1	56	57	56
Mon Nov 02 09:20:12 2015	1446436212	1	56	57	56
Mon Nov 02 09:20:11 2015	1446436211	1	57	57	57
Mon Nov 02 09:20:12 2015	1446436212	17	41	57	41
Mon Nov 02 09:20:12 2015	1446436212	1	57	58	57
Mon Nov 02 09:20:12 2015	1446436212	18	40	58	40
Mon Nov 02 09:20:12 2015	1446436212	1	57	58	57
Mon Nov 02 09:20:12 2015	1446436212	1	57	58	57
Mon Nov 02 09:20:11 2015	1446436211	1	57	58	57
Mon Nov 02 09:20:12 2015	1446436212	1	57	58	57
Mon Nov 02 09:20:11 2015	1446436211	1	58	58	58
Mon Nov 02 09:20:11 2015	1446436211	1	57	58	57
Mon Nov 02 09:20:12 2015	1446436212	1	58	59	58
Mon Nov 02 09:20:12 2015	1446436212	1	58	59	58
Mon Nov 02 09:20:12 2015	1446436212	1	58	59	58
Mon Nov 02 09:20:11 2015	1446436211	2	57	59	57
Mon Nov 02 09:20:12 2015	1446436212	1	58	59	57
Mon Nov 02 09:20:11 2015	1446436211	1	59	60	59
Mon Nov 02 09:20:11 2015	1446436211	1	59	60	59
Mon Nov 02 09:20:13 2015	1446436213	1	59	60	59
Mon Nov 02 09:20:11 2015	1446436211	1	60	61	60
Mon Nov 02 09:20:12 2015	1446436212	1	60	61	60
Mon Nov 02 09:20:12 2015	1446436212	1	60	61	60
Mon Nov 02 09:20:11 2015	1446436211	1	61	61	60
Mon Nov 02 09:20:11 2015	1446436211	0	61	61	61
Mon Nov 02 09:20:11 2015	1446436211	1	61	61	61
Mon Nov 02 09:20:11 2015	1446436211	1	61	62	61
Mon Nov 02 09:20:11 2015	1446436211	1	61	62	61
Mon Nov 02 09:20:11 2015	1446436211	0	61	62	61
Mon Nov 02 09:20:11 2015	1446436211	1	61	62	61
Mon Nov 02 09:20:11 2015	1446436211	1	62	62	61
Mon Nov 02 09:20:12 2015	1446436212	1	61	62	61
Mon Nov 02 09:20:12 2015	1446436212	1	62	63	62
Mon Nov 02 09:20:12 2015	1446436212	1	63	63	63
Mon Nov 02 09:20:12 2015	1446436212	18	46	64	46
Mon Nov 02 09:20:11 2015	1446436211	1	64	64	64
Mon Nov 02 09:20:12 2015	1446436212	0	64	65	64
Mon Nov 02 09:20:12 2015	1446436212	1	64	65	64
Mon Nov 02 09:20:12 2015	1446436212	19	46	65	46
Mon Nov 02 09:20:12 2015	1446436212	19	47	65	47
Mon Nov 02 09:20:11 2015	1446436211	1	65	65	65
Mon Nov 02 09:20:12 2015	1446436212	1	65	66	65
Mon Nov 02 09:20:12 2015	1446436212	18	48	66	48
Mon Nov 02 09:20:11 2015	1446436211	1	66	66	65
Mon Nov 02 09:20:12 2015	1446436212	1	68	68	68
Mon Nov 02 09:20:12 2015	1446436212	1	69	69	69
Mon Nov 02 09:20:12 2015	1446436212	1	69	70	69
Mon Nov 02 09:20:11 2015	1446436211	1	69	70	69
Mon Nov 02 09:20:12 2015	1446436212	1	69	70	69
Mon Nov 02 09:20:12 2015	1446436212	19	50	70	50
Mon Nov 02 09:20:12 2015	1446436212	1	69	70	69
Mon Nov 02 09:20:12 2015	1446436212	19	52	70	51
Mon Nov 02 09:20:11 2015	1446436211	1	70	71	70
Mon Nov 02 09:20:12 2015	1446436212	1	71	72	71
Mon Nov 02 09:20:12 2015	1446436212	19	53	72	53
Mon Nov 02 09:20:12 2015	1446436212	1	71	72	71
Mon Nov 02 09:20:12 2015	1446436212	1	72	73	72
Mon Nov 02 09:20:11 2015	1446436211	2	78	80	78
Mon Nov 02 09:20:12 2015	1446436212	15	65	81	65
Mon Nov 02 09:20:12 2015	1446436212	16	73	89	73
